source_id,section_id,grade,verification,role,accepted_claim,evidence_boundary,original_followup,status,review_file
B0216,4.3,C,V2,tension_art_technology,伊顿主张先解放创造再引入技术/商业考量（L132-134），与“艺术与技术统一”路线构成隐性张力，是1923转向的思想背景之一,张力判断为解释性推断；伊顿对Gropius路线的批评是隐性的、未点名,clean L132-134、L162,ACCEPTED_AS_ACTOR_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-005-CH04-BAUHAUS\mappings\B0216_章节映射.csv
B0216,4.6,B,V2,vorkurs_diffusion,基础课程方法随伊顿本人延伸至维也纳、柏林、克雷费尔德、苏黎世共六所机构，并以200余幅学生作品构成教学证据库,扩散路径为行动者自述；“可复制”须以L249-250自限声明为前提,clean L243、L262-267、L249-250,ACCEPTED_AS_ACTOR_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-005-CH04-BAUHAUS\mappings\B0216_章节映射.csv
B0216,4.6,C,V2,replicable_method_toolkit,对比理论、身体练习、主观形式类型学构成可迁移的方法工具箱，可供后世设计教育复制,可复制性是否被后世证实需独立证据；本书仅是方法描述而非成效记录,clean L111-119、L1093-1097,ACCEPTED_AS_ACTOR_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-005-CH04-BAUHAUS\mappings\B0216_章节映射.csv
B0219,0.4,B,V2,cartoon_images_as_artifacts,漫画传单、杂志封面、壁画等漫画图像作为人工物史料，可证战时宣传图像的供给、题材与再现惯例,图像不能证明受众接受与理解（作者自评传单“难以快速领会”属推断）,核对clean L995–1003、packet第四章31幅传单分析,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-007-CH06-EASTASIA\mappings\B0219_章节映射.csv
B0219,0.6,A,V2,oral_history_evidence_bias,作者显性自认叙述倾向共产党/大陆视角、口述史“有陷阱不能讲述全部故事”，受访者以大陆从业者为主,偏差已由作者声明并试图以批判性评估与并置异见弥补；国民党视角与港台独立发展仍缺失,核对clean L102–L103附近及第四章分析报告口述段,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-007-CH06-EASTASIA\mappings\B0219_章节映射.csv
B0219,6.1,B,V2,prehistory_cartoon_visual_media,宋代《梅花喜神谱》为最早插图超越文字的印刷书；明清年画、石刻、小说绣像中的讽刺与图像叙事传统,早期史依赖二手文献（Clunas、Flath、Bo），“漫画前史”认定本身有争议（Bader 1941反对）,核对clean L136、L156、L162、L166,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-007-CH06-EASTASIA\mappings\B0219_章节映射.csv
B0219,6.2,C,V2,qing_antiimperialist_cartoons,清末报刊漫画参与反帝与抵制外货宣传：义和团时期反帝海报漫画、1910s抵制日货传单,仅零星涉及，非本书主题，证据单薄,核对clean L325,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-007-CH06-EASTASIA\mappings\B0219_章节映射.csv
B0219,6.3,A,V2,print_capital_visual_public_sphere,石印等现代印刷技术推动清末民初漫画杂志、画报、党派报纸勃兴，上海形成漫画视觉公共领域,印刷史细节为二手综述（Rea、Laing、Bevan），本书非原创档案研究,核对clean L206、L216、L547,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-007-CH06-EASTASIA\mappings\B0219_章节映射.csv
B0219,6.4,B,V2,shanghai_urban_consumption_culture,上海漫画杂志（上海漫画1928–1930等）依托邵洵美等出版赞助人、都市读者市场与石印海报形式发展,消费市场细节来自二手文献（Laing 2010、Bevan 2016），本书未做广告与销售数据分析,核对clean L547,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-007-CH06-EASTASIA\mappings\B0219_章节映射.csv
B0219,6.5,C,V2,east_asian_intermediary_japan,1920s–30s日本视觉元素与留日漫画家（丰子恺等）构成东亚中介环节，影响上海漫画与宣传画,日本影响论述零散，未系统论证中介机制与教育制度关联,核对clean L643、L715,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-007-CH06-EASTASIA\mappings\B0219_章节映射.csv
B0219,6.6,B,V2,national_form_modern_form_debate,延安文艺路线与民族形式：米谷《小二黑结婚》以水墨线描避开西方明暗法，符合毛泽东延安讲话主张,案例单一，论证强度中等；民族形式之争非本书主题展开,核对clean L738,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-007-CH06-EASTASIA\mappings\B0219_章节映射.csv
B0219,6.7,A,V2,wartime_propaganda_production,1930s–1949年中国漫画被全面“武器化”：救亡漫画宣传队、传单、报纸杂志、壁画、木刻、幻灯构成战时宣传生产体系,漫画图像的供给与再现可证；宣传效果（如传单对日军士气）多为转引二手证据，不能证明接受,核对clean L774–1004宣传队与传单段、L1220抗战主题总结,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-007-CH06-EASTASIA\mappings\B0219_章节映射.csv
B0219,6.7,A,V2,cartoon_leaflet_content_analysis,31幅反日漫画传单的内容分析：主题（日本暴行、帝国主义、汉奸）、战果清单、格式特征（单面单张、色块、单幅为主、绘制粗陋）,样本以八路军/新四军来源为主（clean L995），国民党传单样本极少；图像学描述不等于传播效果,核对clean L995–1003,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-007-CH06-EASTASIA\mappings\B0219_章节映射.csv
B0219,6.7,B,V2,cartoonist_oral_testimony_wartime,救亡漫画宣传队五名队员（特伟、张仃、廖冰兄、韩尚义、麦非）的口述史记录战时漫画生产的组织与迁徙路线（沪→宁→汉→长→桂→渝）,口述为回溯性记忆，存在版本分歧（宣传队解散原因麦非版vs特伟版），需交叉核对,核对packet第三章分析报告L812–L866,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-007-CH06-EASTASIA\mappings\B0219_章节映射.csv
B0219,6.7,B,V2,kmt_ccp_propaganda_comparison,国共两党战时漫画宣传策略对比：共产党系统组织化、国民党宣传“涣散低效”,对比评价部分依赖国民党批评性二手文献，与作者自认的共产党视角偏向叠加,核对clean L888、L987,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-007-CH06-EASTASIA\mappings\B0219_章节映射.csv
B0222,0.2,B,V2,russian_modernity_claim,Shevchenko自然已不存在、已被转为地基与沥青与Goncharova离开西方走向东方是俄国现代性经验（技术文明替代自然、东西方轴心）的行动者表述,行动者感知不等于社会事实，须与其他史料互证,回查L1096-1177、L1287-1347,ACCEPTED_AS_ACTOR_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0222_章节映射.csv
B0222,0.3,B,V2,relational_history_debates,宣言-反宣言并置（Tatlin vs. Gabo；Bogdanov vs. KomFUT/Altman；AKhRR vs. OST/October）构成关系史叙事的史料基础,并置是编者组织行为；争论双方文本可互证分歧存在，但各自均为单方主张,回查L3079-3141与L4445-4677,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0222_章节映射.csv
B0222,0.5,A,V2,actor_texts_as_primary_sources,全书48篇行动者文本（宣言、讲稿、政策文件、展览目录声明）是行动者文本作为史料的典型样本：编者标注原始出处（bibl.编号体系）与文本物理来源,行动者文本证明主张而非效果与接受，此为使用规则而非内容结论,回查前言L14-72,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0222_章节映射.csv
B0222,0.6,B,V2,translation_selection_bias,译文为二手层（俄译英）、多篇标[Extracts]节选、1970年代冷战学术语境——三重证据偏差须在引用时标注,编者对Realistic Manifesto影响的评述即编者层价值判断示例,回查前言翻译策略与考据注释,ACCEPTED_AS_ACTOR_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0222_章节映射.csv
B0222,3.1,B,V2,machine_and_city_perception,Chernikhov《The Construction of Architectural and Machine Forms》（十一条构成法则）与Lef环抱城市、参与全球建设口号提供机器形式与都市感知的俄国行动者表述,证明其形式语法主张；机器感知的社会史效应需其他证据,回查L4358-4410构成法则,ACCEPTED_AS_ACTOR_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0222_章节映射.csv
B0222,3.2,B,V2,russian_futurism_politicized,Altman《Futurism and Proletarian Art》、KomFUT纲领、Lef宣言展示俄国未来主义在革命语境中的政治化路线（形式革命等于社会革命）,行动者文本证明其主张；俄国未来主义与意大利未来主义的关系须另行对照，本书未收意大利文本,回查L2917、L3501-3504,ACCEPTED_AS_ACTOR_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0222_章节映射.csv
B0222,3.3,D,V2,dada_montage_marginal,本书无达达宣言文本；蒙太奇仅以图注与注释形式边缘出现（如Rodchenko为Mayakovsky《Pro eto》设计的摄影蒙太奇）,证据不足，不得据本书断言俄国达达或蒙太奇理论,回查L4249图注,EXCLUDE_AS_INSUFFICIENT_EVIDENCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0222_章节映射.csv
B0222,3.4,A,V2,constructivism_production_art_actor_texts,Brik《From Pictures to Textile Prints》论证架上绘画与资本主义文化形态同朽、印花布成为创作中心，是生产主义在设计领域延伸的行动者文本,证明Brik主张，不能证明纺织品设计在工厂的实际采用或大众接受,回查L4144-4239,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0222_章节映射.csv
B0222,3.4,A,V2,constructivism_internal_split,Gabo/Pevsner《Realistic Manifesto》反对艺术功利化、坚持艺术独立价值，与Tatlin文本并置呈现构成主义内部物质路线与精神路线的根本分歧,两篇均为行动者主张；编者评述（该宣言对俄国构成主义影响小、对西方意义大）为编者层判断,回查L3575-3668正文中关于节奏与生命的表述,ACCEPTED_AS_ACTOR_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0222_章节映射.csv
B0222,3.5,D,V2,de_stijl_absence,风格派（De Stijl）在本书无收录文本，全书无实质关联,无内容，排除,——,EXCLUDE_AS_OUT_OF_SCOPE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0222_章节映射.csv
B0222,3.6,A,V2,new_photography_snapshot,"Rodchenko《Against the Synthetic Portrait, For the Snapshot》以Photograph and be photographed!论证快照摄影取代合成肖像，是新摄影论的行动者文本",证明艺术家主张与论战姿态，不能证明新摄影的公众接受度,回查L4260-4326正文批判段,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0222_章节映射.csv
B0222,3.6,B,V2,proun_spatial_design,Lissitzky《Suprematism in World Reconstruction》的Proun作为二维至三维形式的中间点，关联空间构成与展览设计语境；文本为至上主义世界重建宣言,证明Lissitzky主张；Proun实际展览设计效果需其他资料佐证,回查L2785-2816正文,ACCEPTED_AS_ACTOR_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0222_章节映射.csv
B0222,3.7,B,V2,transnational_network_evidence,Inkhuk与柏林的联系、Lissitzky 1922年在柏林编辑Veshch/Gegenstand/Objet三语期刊、Lef的Red Art International号召、Gabo 1922年赴柏林构成跨国先锋网络的行动者-编者证据,网络描述多为编者导论与简介层叙述；国际号召是主张而非网络实态,回查L298、L2789-2790,ACCEPTED_AS_ACTOR_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0222_章节映射.csv
B0222,4.4,B,V2,vkhutemas_education_context,Shterenberg《Our Task》（Svomas校长）、Lissitzky与Malevich维捷布斯克教学、Gabo/Pevsner任教Svomas/Vkhutemas为呼捷玛斯教学体制提供行动者侧证,本书无专门论述设计教育的文本，均为背景性提及，不作4.4核心证据,回查L3232-3286、L2198、L3573,ACCEPTED_AS_ACTOR_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0222_章节映射.csv
B0225,0.3,A,V2,integrated_design_history_method,设计史须把形式同生产组织、材料制度、市场和实际使用结合，而不能只排名名作,作者仍在形式主义与个体创造力框架内工作且案例老化,与劳动史、企业档案、非西方区域史和使用史互证,ACCEPTED_AS_METHOD,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0225_章节映射.csv
B0225,0.6,A,V2,museum_formalism_and_context_bias,脱离生产和使用语境的博物馆陈列会把对象建构成自主形式并遮蔽匿名协作,批判方法本身并未充分恢复女性殖民与被奴役劳动者,补来源、劳动、使用、征集和沉默主体材料,ACCEPTED_AS_EVIDENCE_AUDIT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0225_章节映射.csv
B0225,1.1,A,V2,patterns_workshops_and_commercial_craft,图案书、大工场、皇家制造厂和商业化手工生产已使构思、模型与制作发生分工,不能把所有前工业生产都写成单人工匠或同一欧洲模式,补行会、家庭、作坊、地方材料和非欧洲比较,ACCEPTED_WITH_LIMITS,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0225_章节映射.csv
B0225,1.2,A,V2,machines_interchangeability_transport_and_scale,动力、机床、可互换零件、铁路和装配线改变生产尺度与对象组织,武器制度前史仅作文字分析且机器并非充分原因,补设备、性能、国家采购、劳动与民用扩散档案,ACCEPTED_WITH_MECHANISM_FOLLOWUP,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0225_章节映射.csv
B0225,1.3,A,V2,patterns_models_specs_and_control,图案书、原型、模具、规格、工序分解和监督把形式控制从执行工人转移到多类岗位,分离不是瞬时完成也不等于设计师已成为唯一作者,补图样、模具、工序签记、职位、工资和争议档案,ACCEPTED_WITH_OBJECT_FOLLOWUP,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0225_章节映射.csv
B0225,1.4,B,V2,materials_process_and_form_constraints,陶瓷、金属、木材、玻璃与新交通材料的性能和加工方式限制形式并允许新组合,材料链和殖民来源处理不足且部分视觉判断待图版核验,补材料检测、供应链、环境与对象复原,ACCEPTED_AS_SUPPORT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0225_章节映射.csv
B0225,1.5,A,V2,anonymous_designers_workers_and_enterprise,Boulton与Wedgwood案例显示企业主、外部艺术家、制图员、模型师、工匠和销售网络共同参与,资料仍偏企业主且不能为每件对象确定责任,逐对象补设计、制作、管理、销售和使用责任链,ACCEPTED_WITH_LIMITS,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0225_章节映射.csv
B0225,1.6,A,V2,industrial_design_definition_and_professional_emergence,工业设计概念可追踪构思、视觉形式、机械复制和专业岗位逐步组合的过程,1980年的操作性定义不是跨时期中性词义,补同期词典、industrial art、decorative art、职位、学校和行业组织,ACCEPTED_WITH_CONCEPT_HISTORY_FOLLOWUP,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0225_章节映射.csv
B0225,1.7,A,V2,diversification_and_mixed_production,工业化表现为手工、外包、工场、工厂和机器生产持续分化与共存,欧美通史不足以代表亚洲殖民地和全球区域路径,与B0086、B0130、B0169及区域史比较,ACCEPTED_WITH_COUNTERSOURCE_REQUIRED,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0225_章节映射.csv
B0225,2.1,B,V2,great_exhibition_and_manufacturing_comparison,1851年博览会使跨国制造比较和设计质量问题进入公共讨论,本书不是博览会观众、殖民陈列或展览制度专史,补展览目录、评审、对象、参观者和殖民来源材料,ACCEPTED_AS_SUPPORT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0225_章节映射.csv
B0225,2.2,B,V2,design_reform_magazine_school_and_state,Cole、设计改革出版物、学校和国家机构把工业产品审美转为治理问题,政策主张不能证明课程执行或产品质量改善,补行政、课程、学生作业、企业采用与就业记录,ACCEPTED_AS_SUPPORT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0225_章节映射.csv
B0225,2.4,A,V2,catalogues_mass_markets_and_aesthetic_choice,目录、邮购、产品变体和市场细分使外观成为组织大众消费的重要变量,目录供给不能自动证明消费者偏好或实际使用,补价格、订单、退货、家庭清单和消费者材料,ACCEPTED_WITH_AUDIENCE_GAP,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0225_章节映射.csv
B0225,2.7,B,V2,patterns_migration_and_crossnational_manufacturing,图案、工匠、技术与制造模式跨境移动并被不同制度和市场重组,通史叙述不足以证明具体对象的直接影响关系,逐对象补接触、委托、制作、销售和地方回应链,ACCEPTED_AS_SUPPORT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0225_章节映射.csv
B0228,0.4,B,V2,destroyed_works_photo_reconstruction,本书以约270幅图版与图纸重建已毁浮雕与未建成纪念碑（仅存模型照片），图文互证构成「人工物如何成为史料」的方法示范,重建属作者方法；Ogonek现场照片、0.10图录、普宁小册子封面为可证档案,回查clean L1949、L2738—2739、L1968—1969,ACCEPTED_AS_CONTEXT_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0228_章节映射.csv
B0228,0.6,B,V2,anecdotal_evidence_boundary,毕加索工作室访问（reportedly）、马列维奇题字、塔特林晚年自述等被审慎限定使用，示范证据偏差的标注处理,回忆录属二手证据；米尔纳以「according to/reportedly」标注但未系统批判其偏差,回查clean L1552—1553、L3416,ACCEPTED_AS_CONTEXT_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0228_章节映射.csv
B0228,3.1,B,V2,ww1_cultural_isolation_lens,一战（1914—1922）中断俄西交流，文化孤立作为「透镜」聚焦本土创新（'acted as a lens intensifying artistic innovation'）,交流中断史实可证；「透镜效应」为米尔纳分析隐喻,回查clean L1894、L1691附近,ACCEPTED_AS_CONTEXT_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0228_章节映射.csv
B0228,3.3,C,V2,dada_marginal_relevance,本书几乎不论达达；仅国际传播语境（Veshch/Broom、柏林网络）与达达圈存在时空重叠,达达不在本书范围，无实质命题支撑,回查clean L2719—2721（传播段落）,CONTEXT_ONLY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0228_章节映射.csv
B0228,3.4,A,V2,core_actor_tatlin_constructivism,塔特林是俄国构成主义核心行动者：从反浮雕（painterly relief/corner relief）到第三国际塔到Letatlin，构成主义实践的源头人物,反浮雕与塔多已毁/未建成，图像重建属作者方法；生平与机构任职（1919年自由画室负责人）为档案事实,回查clean L1548—1549、L2719—2735、L3154—3156,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0228_章节映射.csv
B0228,3.4,A,V2,faktura_construction_methodology,材料→faktura→构造是塔特林方法论的统一逻辑，也是构成主义理论的核心概念（'material and faktura lead to construction'）,faktura术语源自布尔留克、马尔科夫等同时代人，米尔纳将其理论化为具历史维度的文化概念，属分析框架,回查clean L828—833、L1548—1549、L1777,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0228_章节映射.csv
B0228,3.4,A,V2,third_international_monument,塔特林之塔（1919—1920）是构成主义进入公共领域的转捩点与标志形象：乌托邦的物质化模型、旋转大厅时间机器,委托来源、团队、展出时间出自普宁1920年小册子（档案性）；旋转周期/宇宙论对应含米尔纳阐释成分,回查clean L2719—2735、L2936—2946,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0228_章节映射.csv
B0228,3.4,A,V2,constructivism_multi_tendency,构成主义非单一运动：塔特林材料构成主义、罗德琴科/布里克生产主义、Inkhuk实验室构成主义、加博分支在1919—1925年分化竞争,Inkhuk会议记录与Arvatov报道为档案证据；「四种构成主义」框架为米尔纳综合,回查clean L3273—3303、L3416—3417,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0228_章节映射.csv
B0228,3.4,B,V2,production_art_and_institutions,塔特林的生产艺术转向（工人服装、炉具、Zangezi舞台）与Letatlin有机构成，显示生产主义路线内部张力,工厂轶事为Arvatov转述（回忆性质）；Letatlin「有机构成主义」解读为米尔纳评价,回查clean L3416—3420、L3758—3764,ACCEPTED_AS_CONTEXT_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0228_章节映射.csv
B0228,3.4,B,V2,tatlin_malevich_divergence,0.10展览（1915年12月）中角落浮雕与黑色方块同场对峙，构成主义与至上主义从共同起点分道,展览事实可证（图录、Ogonek现场照片）；「came to blows」细节来自回忆材料,回查clean L1932—1933、L1951—1955,ACCEPTED_AS_CONTEXT_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0228_章节映射.csv
B0228,3.6,C,V2,exhibition_stage_design,塔特林0.10/The Store布展、1925年巴黎国际装饰艺术展（第三版塔模型获金奖）、Zangezi与《事务》舞台设计属展览/舞台设计实践,1925年巴黎展为档案可证；舞台设计分析含作者解读；与「新摄影、新字体」主题关联弱,回查clean L2732、L3501（Zangezi照片）、L3499,CONTEXT_ONLY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0228_章节映射.csv
B0228,3.7,A,V2,transnational_network_tower_dissemination,塔特林之塔经普宁小册子、乌曼斯基《俄国新艺术》、柏林Veshch/Broom、卡沙克著作传播，成为构成主义的国际标志形象,传播渠道为档案可证；「标志形象」判断含作者评价成分,回查clean L2719—2721、L2736—2737,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0228_章节映射.csv
B0228,3.7,B,V2,berlin_paris_russian_network,1913年塔特林西欧之旅：柏林Der Sturm、巴黎La Ruche俄裔圈，俄国先锋「在场」先于朝圣,网络描述部分依赖回忆录；毕加索工作室访问以「reportedly」限定,回查clean L1552—1553及其上下文,ACCEPTED_AS_CONTEXT_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0228_章节映射.csv
B0228,4.6,B,V2,svomas_vkhutemas_lineage,自由画室（Svomas）于1920年11月29日演化为Vkhutemas，罗德琴科主持基础课；塔特林1919年任莫斯科自由画室负责人、后入Vkhutein，构成呼捷玛斯机构谱系的一环,本书以机构背景提及Vkhutemas而非论述主体；机构谱系事实可证,回查clean L2669、L3154、L3302—3303、L3702,ACCEPTED_AS_CONTEXT_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0228_章节映射.csv
B0247,0.4,A,V2,artifact_visual_archive,250幅插图（55幅彩色）及家具、金属、玻璃、陶瓷、时装、纺织、平面艺术的产品门类叙述构成人工物史料档案,插图为图录性质，图注信息以原书为准；产品归属存在无法确定归属的情况,clean第570行；各章产品图注,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-005-CH04-BAUHAUS\mappings\B0247_章节映射.csv
B0247,0.4,A,V2,rosemark_trademark_evidence,Rosemark（玫瑰标记）1903年注册为工坊第一个商标，“WW”标志与设计师/工匠姓名缩写并置，是工坊企业化与品牌运作的人工物证据,商标制度证明品牌意识，不证明市场成功或产品质量,clean第2506行,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-005-CH04-BAUHAUS\mappings\B0247_章节映射.csv
B0247,0.6,A,V2,archive_oral_history_layering,企业档案史实（财务、诉讼、重组日期）与作者叙述框架、当事人后代口述（Primavesi之女“只想让艺术家做想做的事”）必须分层使用,口述回忆带利害立场（如Primavesi亲属雇用问题），档案事实优先,clean第794行,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-005-CH04-BAUHAUS\mappings\B0247_章节映射.csv
B0247,0.6,A,V2,production_vs_success_guard,工坊设立与产品生产不自动证明市场成功或审美改善——1906年诉讼、1909年止赎、1913年150万克朗负债、1926年破产构成反向证据链,本书经济史叙述即为此校准器，引用成功叙事时必须并置财务危机史实,clean第749—752行、第763—764行,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-005-CH04-BAUHAUS\mappings\B0247_章节映射.csv
B0247,0.6,B,V2,counterfactual_interpretive_claim,Kallir修正主义论点——一战是“切断发展进程的剧烈转折”而非自然终点，若战前条件持续工坊可能转向工业生产——属反事实推演,反事实判断是作者解释框架，非史实；作为史学观点引用时须标明出处层级,clean第二章“THE FALL”部分,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-005-CH04-BAUHAUS\mappings\B0247_章节映射.csv
B0247,2.5,A,V2,jugendstil_vienna_inversion,维也纳语境对新艺术的独特颠倒——“维也纳人赋予拟人或植物形态以装饰特征”而非相反——解释其从新艺术迅速转向严峻几何,此为Kallir阐释性论点，作为风格史命题引用时标注作者判断,clean第273行,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-005-CH04-BAUHAUS\mappings\B0247_章节映射.csv
B0247,2.5,A,V2,gesamtkunstwerk_domestication,Gesamtkunstwerk从瓦格纳舞台转译为家庭空间（Bahr“房间像管弦乐队”）是维也纳工坊设计哲学核心，也是从唯美主义到新艺术语境的关键命题,概念阐释为主；Bahr引文在源文件中仅出现一次，不得称“反复引用”,clean第455行附近；第一章,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-005-CH04-BAUHAUS\mappings\B0247_章节映射.csv
